feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class
-14.604103,9.472467,9.398717,6.047257,9.56519,5.5747304,6.899416,4.090068,-7.833732,glioma
4.070654,-3.8065388,6.431244,-11.085177,-7.8033614,-10.895888,0.086993575,0.8280511,-0.6548847,glioma
11.710901,-24.089579,-10.550822,-7.6565776,4.7251215,-10.990744,2.010222,-3.7470756,2.7847126,glioma
16.625538,-9.019549,0.6073995,3.411236,-0.4925831,-9.50895,-1.4192758,2.0670192,-2.748682,glioma
5.7912607,17.342934,6.964495,-4.946252,7.004839,-0.16338946,1.2979693,3.2192738,-5.580686,glioma
-23.178185,-0.71655494,2.1223147,-2.4719331,0.25840116,-4.294516,-13.050102,-7.189652,2.6040602,glioma
7.957705,-1.7626456,-0.3835372,-15.42782,-4.6863656,-17.201387,-2.9968426,-0.7045771,-6.2118587,glioma
-35.22716,5.632264,-0.8841875,-5.820644,9.324611,-6.662898,-1.5084358,8.041951,-2.454558,glioma
-49.95845,-4.2851906,-6.7289443,-4.5590186,5.2960563,-2.0818348,-5.6700697,6.2461243,-0.3651722,glioma
-30.723217,8.057612,0.8613003,-6.7950654,5.350072,-6.6398997,2.8212783,5.303381,-2.6624992,glioma
-36.010906,12.794007,-11.9898405,-3.1568503,1.6076771,-0.74790275,-6.293567,7.342679,0.09676999,glioma
-31.40827,15.95784,-10.780591,-6.2163415,3.459421,-3.5813859,-7.9311876,7.408878,-5.984491,glioma
-41.07603,11.04654,-19.514154,-3.6469564,-14.879956,-0.27965602,-5.9314604,-5.4402504,1.1766565,glioma
-45.31022,3.4680884,-15.894112,-4.948232,-10.215597,1.7612851,-4.2534485,-3.3165884,0.3893864,glioma
-28.984152,7.4473295,4.9484878,-4.0632725,11.776877,-6.7999916,-0.46953833,4.349944,-0.34548527,glioma
-32.498127,10.975389,-6.1966233,-6.3724647,4.820259,-5.0395465,-4.193231,8.904175,-3.781808,glioma
-39.753246,0.28833702,-1.0681415,-9.098884,3.8180773,-6.769056,3.8925924,6.995914,-1.6855003,glioma
-41.513935,1.3972896,-4.0468407,-7.478609,4.5508976,-5.5619545,0.55447274,8.261648,-2.9506972,glioma
-40.25856,6.2447524,-7.5315695,-0.92571354,2.0868764,-0.6725811,-3.3757522,1.8967706,3.4944246,glioma
-40.103687,-1.5242106,1.9594158,-7.485858,7.892355,-7.4065247,-0.07480424,7.1352367,-3.3033504,glioma
-32.929974,3.3758233,4.2828455,-6.1747246,9.772886,-7.732095,-2.3382654,2.0639904,-2.1306343,glioma
-34.773273,4.7839108,-1.5650481,-5.9261913,8.329075,-6.0656695,-6.2327337,6.7130866,-5.722483,glioma
-54.009487,-7.25205,-7.04715,-2.4966788,1.2865242,-0.25456905,-1.4966114,4.8045845,2.0960977,glioma
-46.629704,5.235,-19.698141,-3.134312,-21.111603,1.6823983,-2.4964838,-12.136841,-0.7049215,glioma
-31.240046,8.700987,-1.1092651,-6.464455,8.353539,-6.931036,-2.185451,14.585785,-6.7627335,glioma
-38.921055,14.298896,-21.171553,-2.1458924,-19.561352,0.47225574,-4.882024,-7.9094367,1.2221226,glioma
-47.097645,-3.1556559,-4.9673505,-5.32973,6.245059,-3.8244529,-6.2971168,7.3949075,-3.4300401,glioma
-41.689804,6.107247,-10.625735,-0.19358967,1.1177344,-0.99607444,-6.4179535,3.1423552,4.262042,glioma
-46.00098,-2.9874878,-3.3378983,-0.9160265,5.091869,-0.78957874,-3.5661027,-0.14495598,4.5366416,glioma
-41.09312,4.610614,-5.1062193,-2.4599524,3.8757055,-2.6903791,1.5571352,10.748456,0.018878939,glioma
-27.016382,11.278382,-2.429273,-12.734391,2.4041545,-5.901321,-0.27639306,5.6631827,-4.5618596,glioma
-48.290813,2.7216623,-14.379602,-3.3245668,-9.228069,0.94546586,-1.8432626,-1.0465101,1.5799843,glioma
-53.964005,-3.2433064,-13.307242,-2.4736068,-9.314257,1.1380442,-1.6889236,-2.429286,3.2507982,glioma
-34.330124,4.996038,1.213149,-5.120739,9.683417,-7.451926,-1.2558328,6.701795,-0.7403242,glioma
-42.098507,6.7588525,-10.552434,-6.0122094,0.5856225,-2.4658082,-4.735225,8.816725,-3.9547627,glioma
-37.870514,-7.074576,6.69851,-4.174763,4.4089775,-3.530977,-1.4650644,-4.3623085,1.8032933,glioma
-35.352886,16.143988,-16.049799,0.86769307,-4.7036953,0.38289028,-5.935924,1.9925853,5.58172,glioma
-39.93957,5.364222,-7.2302666,-7.210005,5.082713,-4.590225,-4.5155015,9.50716,-4.463242,glioma
-36.802322,12.721669,-13.193896,-5.624227,-2.2027712,-2.594476,-4.8969736,7.229019,-3.914538,glioma
-30.650562,5.699646,5.4783654,-6.543517,14.095963,-10.774921,3.3498354,10.4727745,-1.5012188,glioma
-42.72774,5.9162703,-12.174129,-6.052325,-1.8172606,-1.0819857,-4.842249,4.396788,-2.9509225,glioma
-43.877506,-5.6606073,0.45123816,-10.531273,3.203538,-4.930665,0.6866294,3.6478863,-2.118586,glioma
-42.272182,2.0250854,-6.2217455,-9.756576,-1.266578,-4.4772844,3.6441483,6.440641,-4.117204,glioma
-1.4128077,7.196717,3.6592166,26.222246,-1.0427542,13.050403,-3.5158842,-10.235406,-0.88230366,glioma
-41.39325,-0.89151525,0.8909031,-5.194166,12.245709,-7.5274425,-0.052201238,11.688831,-1.7793821,glioma
-46.156258,0.32269615,-7.1856384,-5.3266935,5.5510626,-4.1005774,-1.2033637,12.531492,-1.9222482,glioma
-49.01355,-4.0650253,-5.4278936,-5.880008,4.0243025,-4.0422044,-0.571141,8.558576,-1.3140289,glioma
-47.44089,3.320078,-14.393171,-3.759387,-5.3559656,0.35419273,-4.743233,1.6211575,1.5246102,glioma
-22.468515,-4.16019,5.4893208,-11.4694,2.8070407,6.2832036,4.073373,3.2761407,4.003108,glioma
-27.991861,-1.0118742,4.662014,-8.121951,-1.6482279,-2.5240688,9.258943,-1.9296647,-4.16677,glioma
-14.6050005,-6.176809,15.971818,-5.001379,0.7272017,1.1177686,3.5501792,-4.888253,1.1001523,glioma
-36.289627,-6.4443545,-0.72317,18.249601,4.001841,6.1982584,0.77850604,-3.689675,6.501813,glioma
-24.065771,16.917482,-6.9100394,10.100005,7.2971225,6.1596375,-3.5977197,2.077759,9.017194,glioma
-41.18475,-0.98816365,-0.2262636,-5.7540517,5.464357,-4.089234,1.5393902,1.3521329,1.3541219,glioma
-5.7804174,6.9807043,13.255576,1.1875601,0.70015526,2.2517285,16.186642,-3.9368732,-4.864713,glioma
-15.608736,8.19427,7.652157,8.033362,13.329249,1.6639951,-3.372765,2.5818942,-5.280812,glioma
-7.374428,-0.574193,10.807328,22.416216,7.66915,8.180346,-5.008361,-1.7867185,-7.65066,glioma
-22.74424,2.3725867,2.825711,14.08259,12.662434,6.033572,-2.6814249,4.7255034,-1.7993237,glioma
-41.360817,-0.21916173,0.2573686,-4.462117,11.077698,-6.7485213,-0.32328287,11.008845,-1.9224349,glioma
-40.75844,3.3205595,-2.9513333,-3.776154,13.979204,-6.3802066,-4.8703732,15.518046,-1.7283138,glioma
-41.03743,8.668644,-11.828979,-1.7874502,2.7522726,-1.209889,-7.218551,6.0920424,3.2519326,glioma
-36.364044,-0.9384523,5.424168,-7.836253,7.319441,-7.7749405,2.322865,-0.03475226,-0.07350581,glioma
-41.637074,-1.2112831,-0.006386683,-3.1405666,7.3435035,-4.137726,-3.532743,2.1220558,1.3900131,glioma
-23.176395,7.095901,5.725179,7.9291654,12.4646225,4.495945,1.9678472,2.1251187,0.18151772,glioma
-19.800444,5.088838,5.78982,10.531294,15.4435,2.1520214,-7.019411,3.129975,-1.243524,glioma
-20.443903,-2.456219,13.272235,-8.526747,0.5947996,-5.4333878,7.2283835,-4.5529866,-5.2033224,glioma
-22.839611,-2.1001518,7.8987966,-5.1948137,2.1421754,1.2332518,11.700286,-1.1866944,-0.35604993,glioma
-37.27344,1.9065007,-3.8675108,-4.7337594,4.82624,-4.6861567,-1.8365368,5.746134,-3.565412,glioma
-35.7933,-5.4978757,1.0592469,11.599812,10.4877405,4.5806413,-2.169723,7.0529037,-0.46853027,glioma
-19.068914,-7.9004107,7.4738803,17.004921,12.440821,-3.3685005,-5.0103526,4.697282,-6.116556,glioma
-31.691708,11.533556,-8.6419935,4.212807,1.2492509,0.57509124,-3.6964114,-3.2181494,10.542464,glioma
-13.464614,3.8225567,12.257482,4.325467,6.9823575,-2.3960352,-3.0051022,1.3949883,-8.204494,glioma
-31.52139,1.9759033,-5.6847563,19.11643,2.034303,9.009603,1.1310365,-1.374187,5.639835,glioma
-18.566185,-1.8625674,11.335598,-4.695279,2.3625891,-1.451465,4.3484755,-2.763027,-3.9471283,glioma
-33.06964,6.748846,-2.5321405,-2.7665975,2.9252782,-2.9465573,5.177886,6.8159404,-0.5533691,glioma
-31.804922,14.381426,-9.722881,-11.278136,-4.425316,-4.4485583,1.588602,5.003081,-7.547591,glioma
-36.29484,3.4882526,-0.110661514,-5.8456545,5.393696,-4.526647,2.2699602,0.68465376,2.3101182,glioma
-33.12917,9.509849,-3.7225394,-7.6736774,6.2729964,-5.9180207,-2.7450378,10.745813,-4.3401604,glioma
-36.670254,4.5861106,-1.7525332,-9.147864,5.5218654,-6.8807464,0.031903688,9.708739,-4.5413733,glioma
-40.414227,0.12354392,-1.1514921,-9.22528,3.649517,-6.6944056,3.4653926,6.9287934,-1.3394848,glioma
-41.57343,-0.16410059,-1.75592,-8.57605,5.118783,-6.0699124,3.336565,7.694537,-1.1457598,glioma
-33.86341,7.770826,-2.2920544,-9.171174,5.9516497,-7.4089894,3.218656,9.095323,-2.4930658,glioma
-39.564693,2.4418213,-2.7181456,-8.4315605,5.725178,-6.5285664,1.9311377,8.231473,-2.3926995,glioma
-38.890022,5.716427,-6.31853,-6.8395457,5.0118065,-5.236466,-1.7763411,10.146928,-4.5028434,glioma
-42.86129,-9.881387,6.6644983,-9.722131,7.3912964,-6.376476,-5.127405,0.44254988,-4.032411,glioma
-35.3313,-4.2120385,7.8011336,-10.693081,6.2123647,-7.7159038,-2.5443156,-2.302412,-2.7668338,glioma
-30.736736,-0.6831171,7.860945,-10.912166,4.9186687,-7.8458495,-2.2891533,-5.261957,-1.7099949,glioma
-30.794432,0.30260542,7.17276,-10.618027,5.0797215,-8.378739,-2.6855507,-4.100057,-1.9727693,glioma
-39.226585,-6.2925525,6.1215944,-9.222273,4.6116023,-7.0550847,-2.7591817,-3.190006,-1.5518279,glioma
-44.845978,-3.7008932,0.9410873,-4.4499035,6.476544,-4.0405064,1.8079175,4.0655856,1.8214328,glioma
-43.606785,-1.3793652,-0.4807366,-3.468504,5.656905,-3.355278,0.71427995,3.5874453,2.474016,glioma
-44.804916,-2.0579295,-1.3597646,-2.9682436,5.4180427,-2.9249544,-0.28305608,3.5482311,2.746593,glioma
-42.210045,1.9735396,-3.171611,-2.2379534,4.753273,-2.4526067,-1.667964,3.7764568,2.6109462,glioma
-47.39639,-2.4718843,-4.431033,-2.1910262,3.940859,-1.2155949,-2.6871574,2.8881521,3.2093163,glioma
-41.019253,6.217424,-7.6477695,-1.1025993,1.9588931,-0.666544,-4.0961323,2.4253695,4.566358,glioma
-49.11339,-1.33541,-8.818112,-1.5728232,-0.3474966,-0.09067589,-4.463737,0.3116878,5.3451543,glioma
-24.983366,1.027616,9.72417,-14.083984,7.497357,-9.224052,-1.4333916,2.3036637,-3.076968,glioma
-27.132868,-1.6617985,10.020786,-15.319896,8.70174,-8.427215,0.38157055,2.5631907,-2.2466881,glioma
-50.26009,-15.007462,1.4654723,-11.218724,2.0724301,-3.307054,-2.261098,-0.436255,-1.6435637,glioma
-32.181347,4.567298,0.81209326,-12.602779,3.4022024,-8.037623,-4.571172,1.3192617,-6.850686,glioma
-38.87205,1.5946342,-2.2190332,-10.305181,4.4159827,-6.9128056,-4.626451,2.5680635,-5.616024,glioma
-43.879654,0.32871622,-6.4473886,-7.8507977,3.543755,-4.6136355,-5.3575206,4.2696314,-4.2696223,glioma
-36.73438,-8.503109,6.7214065,-14.770661,5.759551,-5.2548375,-1.0263371,1.6707407,-2.060221,glioma
-38.44069,-10.431008,6.1406217,-15.329689,4.632165,-4.9112735,-1.4945579,0.58293796,-3.4914503,glioma
-39.010227,-9.134882,3.4879105,-15.17474,3.8211012,-3.22723,-2.4497228,0.26472256,-3.9379513,glioma
-38.72312,-8.858075,3.2330768,-14.843481,3.9508715,-2.8451366,-2.7631586,0.21563402,-3.1376252,glioma
-40.609543,-10.920011,3.430083,-14.740232,3.1107318,-2.8341775,-3.0154889,-0.656492,-2.772846,glioma
-45.203354,-12.747147,2.5417688,-12.846284,2.312466,-3.1078787,-3.047936,-0.9132336,-2.402493,glioma
-44.642212,-10.476025,6.2488995,-10.095765,5.9212904,-6.750143,2.5606081,1.8620368,0.9205068,glioma
-46.78665,-8.971854,3.1930377,-8.239057,6.2081523,-6.17794,0.24340162,3.45046,-0.4629974,glioma
-40.83237,-1.7260633,1.780565,-7.50092,7.6831694,-7.107481,-1.0262274,6.731986,-2.240812,glioma
-40.54618,0.92071,-1.128572,-5.7136526,10.283194,-5.766043,-4.11896,10.34213,-3.054461,glioma
-39.33781,5.7715635,-5.766635,-4.1134524,9.823299,-3.1909451,-6.8684964,11.110387,-1.5617019,glioma
-43.301994,4.5026627,-10.106176,-3.0911753,5.4321313,-1.0537841,-8.125516,7.192663,2.1761003,glioma
-40.923595,10.246612,-15.795733,-2.1534457,-3.5046391,-0.22647552,-8.815338,1.2444924,3.1158853,glioma
-38.384216,-1.6277176,4.302291,-6.103033,9.54223,-7.1212783,-1.2873777,1.4791625,-0.649968,glioma
-33.501358,3.087478,4.1744685,-6.0781627,9.835753,-7.671375,-2.4041917,1.739302,-2.2115507,glioma
-37.877975,0.8415835,1.5022324,-5.3912363,10.107779,-6.6170325,-4.5074086,4.9982,-3.5327983,glioma
-27.221392,14.914113,-2.0816998,-7.255924,15.3148155,-7.6236987,-5.5852075,15.597407,-7.9106236,glioma
-36.103214,-4.833508,5.7278013,-13.167326,3.2536974,-7.6627707,1.4566028,4.9846644,-3.8674595,glioma
-34.320995,-4.398813,5.9552884,-14.648371,2.7120676,-7.575218,3.6693916,4.300676,-3.9936495,glioma
-43.08175,5.571041,-12.117469,-5.9991145,-1.7398568,-1.1711395,-4.363946,4.2415833,-3.1633883,glioma
-41.05204,10.329572,-17.12996,-5.4608545,-9.902615,1.101017,-4.7286835,-1.7402657,-1.3936381,glioma
-47.004448,4.1951423,-17.633081,-5.3668003,-15.281121,1.9769146,-3.2525673,-7.7830553,-0.9605975,glioma
-33.169586,-2.1100454,4.156642,-14.507414,1.456238,-6.4315133,4.031184,3.164625,-2.7152538,glioma
-34.244865,-2.0319433,3.2626235,-13.696246,2.469798,-5.6939607,3.8222365,3.571537,-2.3208728,glioma
-37.341534,-2.7409556,1.9577483,-12.590108,2.9961374,-5.43441,3.5273204,4.180949,-2.1853354,glioma
-41.507076,-5.944319,1.8967247,-12.005646,3.9008517,-5.27112,2.97637,4.410377,-2.067502,glioma
-47.88826,-10.101583,0.7093919,-10.733345,3.2399342,-4.758011,2.3179026,3.5156639,-1.5926805,glioma
-44.534744,-5.875716,0.10992215,-10.838581,3.8386693,-5.615756,1.258836,3.9277706,-3.3133888,glioma
-43.976124,-2.8387446,-1.8173357,-10.195642,3.2861326,-5.74751,0.67788136,3.9706876,-3.8524752,glioma
-44.87105,-1.4852844,-4.2121696,-8.794696,3.1692433,-5.281207,-0.59295017,5.1792345,-4.2427125,glioma
-40.773,3.3388953,-4.9961677,-11.042742,-0.9180961,-5.143634,3.8957388,7.379989,-4.521563,glioma
-42.489384,1.4345332,-5.3884945,-10.513695,-1.0656805,-4.9545407,3.9308877,6.315346,-4.3861136,glioma
-42.965363,1.8004338,-6.258554,-9.765017,-1.3098592,-4.4524384,3.4440508,6.472336,-4.013373,glioma
-45.279903,-0.11763762,-6.686487,-9.209626,-1.3624134,-3.8602848,3.0100198,5.9682646,-3.2726603,glioma
-46.66766,-1.26597,-6.92877,-8.801364,-1.132693,-3.4156418,2.4687126,5.673946,-2.8097312,glioma
-45.291115,0.5053091,-7.6959896,-8.328859,-1.1368507,-3.3337684,1.3983468,6.2062616,-3.4614532,glioma
-41.05299,6.013689,-9.668252,-7.7675843,-2.0792077,-3.4505646,0.3507647,7.4222016,-4.542635,glioma
-40.879612,7.1066265,-10.525453,-6.9370575,-1.4613984,-2.8660102,-1.0317852,8.305154,-4.931173,glioma
-38.747353,11.332139,-13.067228,-5.900148,-2.3547988,-1.5561736,-2.9464474,7.9639707,-4.5021157,glioma
-42.318672,8.750601,-14.60711,-4.772891,-4.9325094,-0.049400143,-4.02611,4.5966835,-1.6207345,glioma
-30.076738,15.790935,-10.465042,-6.411475,0.10276107,-3.095957,-8.9688225,3.2559793,-7.388713,glioma
-35.233616,8.521178,-7.198661,-4.136384,3.8178604,-4.478117,-9.057145,4.739767,-3.0908408,glioma
-43.17484,-1.4480801,-3.3906925,-5.026301,6.5004787,-4.4448824,-6.2721996,5.942537,-2.6341875,glioma
-31.851892,7.2771096,0.11004594,-7.5057063,10.521758,-7.4319725,-2.8565016,10.350959,-5.409941,glioma
-25.394072,11.864496,1.7094748,-7.5758142,9.964257,-8.908065,-1.9688686,8.587617,-7.3386464,glioma
-30.239733,7.125458,1.1326365,-6.0958056,7.1254506,-7.4145136,-3.4670954,4.7397013,-4.857508,glioma
-27.097153,11.365866,-2.7499707,-4.199691,5.9430056,-4.834252,-10.574538,1.5621616,-5.051962,glioma
-23.534132,15.651793,-4.6702085,-3.7833533,6.294835,-4.3675156,-12.398236,1.541344,-5.1914873,glioma
-35.91762,15.414798,-14.934162,-3.9413545,0.750835,-1.3397092,-7.660497,8.558508,-1.0993079,glioma
-34.704693,19.54977,-20.87017,-2.9338963,-11.224559,0.6157096,-7.7615747,-2.2442563,1.7711959,glioma
-41.515327,12.322984,-21.27519,-2.6327655,-19.003273,1.6167294,-5.079051,-10.681004,0.6474909,glioma
-43.66352,-4.475574,2.5260003,-5.907042,8.137414,-4.8767214,0.27012792,5.1777673,-0.30720693,glioma
-38.302563,0.6616381,1.9770474,-5.8909607,5.9088197,-5.2902093,1.8645908,1.750754,0.39845785,glioma
-43.739613,4.2316275,-10.261818,-2.3842404,2.8729403,-1.3779613,-6.3346114,5.73763,1.5069866,glioma
-32.876816,5.262787,3.3629606,-4.6379776,6.856748,-5.563021,3.3357844,-0.77077657,2.6109042,glioma
-36.168888,2.004931,3.5402048,-4.1447625,7.395215,-4.983399,3.0710356,-0.49664497,2.7748713,glioma
-32.22589,6.602019,2.4938,-4.0835648,7.5338316,-5.440425,2.0578108,0.4346286,1.5845945,glioma
-45.495216,-5.625111,1.2183402,-4.619462,6.007519,-3.8297353,1.2499244,0.5059247,1.7024076,glioma
-41.83617,1.6434596,-4.0061626,-3.362615,6.750052,-2.8352575,-3.6189275,4.707083,0.1972519,glioma
-45.016544,0.2112806,-6.3195686,-2.8406155,5.52114,-2.131308,-4.7546306,5.6583533,0.8502863,glioma
-45.77681,3.266432,-10.947484,-5.0329084,-0.61829984,-1.7450706,-3.6233423,6.1198206,-1.2952415,glioma
-52.941998,-4.7509584,-9.783531,-4.942495,-0.5393488,-0.745455,-3.2714798,4.4304013,0.13986453,glioma
-50.08131,-0.56672144,-11.750151,-4.6743054,-2.557575,-0.3246956,-4.0350366,3.3167124,0.8576369,glioma
-56.641838,-7.827296,-10.9426365,-4.575335,-3.9728084,0.3463956,-3.6410065,0.26719302,2.520442,glioma
-55.36019,-5.426704,-12.913268,-4.4537983,-8.067428,0.49850228,-3.5120575,-2.6108496,2.8611805,glioma
-50.459023,0.66609335,-16.28483,-4.274577,-13.762143,0.68803674,-3.4470375,-6.203113,2.1703515,glioma
-47.87004,4.6214833,-18.875084,-4.334531,-19.611788,0.67781186,-2.3593025,-9.291489,0.3239002,glioma
-50.493122,-3.8867178,-6.5771637,-2.3574011,2.183569,-1.1126455,-1.5148475,5.4467998,1.3264986,glioma
-55.422295,-9.064409,-6.1667027,-2.6828883,2.2581918,-0.81780857,-1.299358,4.850833,1.8741635,glioma
-54.66403,-7.494253,-7.265089,-2.447249,1.391854,-0.42252344,-1.6672356,4.6893325,2.1127045,glioma
-54.17124,-6.4768577,-8.198985,-2.1898763,1.0143976,-0.26617113,-2.5290167,4.1270137,2.921493,glioma
-54.675495,-6.058126,-9.58585,-2.1437237,-0.73253757,-0.070814185,-3.3471708,2.6007745,3.4890635,glioma
-56.238117,-7.3008614,-10.542793,-2.386687,-2.6278303,-0.030974917,-3.6734376,0.9741825,3.835917,glioma
-51.215393,0.1215968,-14.206201,-1.8930951,-7.519786,-0.09557434,-4.2448792,-1.2306548,3.599267,glioma
-49.412327,0.9906565,-14.323226,-3.3761759,-5.8091936,0.4676418,-5.3358808,-0.054802928,3.1670158,glioma
-48.54498,3.179916,-18.147526,-3.1803994,-16.661413,1.1393594,-3.738968,-9.075559,2.012536,glioma
-47.26479,4.9973035,-19.86608,-3.1465313,-21.240955,1.6353042,-2.731597,-12.170533,-0.59148836,glioma
-31.493837,13.583857,-9.610157,-3.2159493,3.8330796,-4.173728,-7.0638556,8.867325,-2.9625318,glioma
-33.760155,7.5811744,-3.6495197,-3.5066483,10.268442,-3.331311,-6.750018,5.208139,-2.655298,glioma
-29.750832,13.207845,-6.3937464,-3.2248888,10.982062,-2.2807343,-8.288135,6.386764,-2.4305298,glioma
-31.252651,14.553619,-10.062005,-3.0041673,7.749393,-0.77602804,-9.190889,5.2429295,-0.97502464,glioma
-30.178635,19.355795,-14.931001,-2.4688666,0.6769439,-0.636195,-9.694715,2.9616184,0.108755656,glioma
-22.589539,31.874115,-22.600483,-1.4606934,-11.081605,-0.71726495,-10.238376,-1.3925298,0.10383043,glioma
-31.889872,8.44758,-1.202964,-6.5486674,8.943923,-7.4515862,-2.0839016,14.293149,-7.030556,glioma
-41.512165,-1.3679162,-0.6961984,-6.0052066,7.337065,-5.77675,-0.37913105,9.738695,-3.3582313,glioma
-29.68939,10.0370655,-1.8586968,-5.8724146,7.5991983,-6.148297,-2.1399636,10.135609,-5.19015,glioma
-39.731705,0.8512313,-1.9661963,-5.0646806,6.4000196,-4.604316,-2.9891984,6.420052,-2.3480659,glioma
-39.810986,1.0967559,-2.1639454,-5.061964,5.9016194,-4.3107452,-3.3515868,4.594057,-2.0974085,glioma
-38.64853,1.807902,-1.7200512,-4.8728957,6.478384,-4.4035535,-3.4723992,3.9056025,-1.785754,glioma
-28.652641,11.3075,-2.0437787,-4.640083,8.443105,-5.0467973,-4.73985,4.671125,-3.6693633,glioma
