feature_1,feature_2,class
-47.738697,0.91960454,glioma
-46.08241,4.8344116,glioma
-40.79038,12.271875,glioma
-41.88613,-2.9296856,glioma
-32.08735,5.7689333,glioma
-42.49818,-3.531644,glioma
-40.914158,-2.5096908,glioma
-34.967285,4.7520676,glioma
-38.554726,0.01652462,glioma
-41.359875,-0.18483323,glioma
-39.304688,4.338386,glioma
-41.78568,4.768662,glioma
-40.941597,7.9546905,glioma
-39.660194,12.403495,glioma
-48.546524,2.9386883,glioma
-51.631657,0.3081401,glioma
-52.889282,-0.9449815,glioma
-56.48568,-4.589179,glioma
-42.882862,1.1966771,glioma
-43.29159,6.305984,glioma
-42.726635,6.5282807,glioma
-42.033783,7.080008,glioma
-42.722897,6.1479936,glioma
-47.671017,0.5139934,glioma
-50.418846,-2.5892246,glioma
-29.41234,7.055439,glioma
-34.794678,0.21793084,glioma
-38.838264,2.0427527,glioma
-35.07412,9.230537,glioma
-36.862946,12.013722,glioma
-27.620398,5.5242634,glioma
-28.561329,3.688737,glioma
-34.939495,-4.37577,glioma
-38.475006,-7.182337,glioma
-35.041363,9.043668,glioma
-30.549139,15.938692,glioma
-38.68651,7.5630755,glioma
-38.252773,9.328123,glioma
-35.945133,15.850061,glioma
-40.636303,12.047689,glioma
-49.54811,-5.327996,glioma
-51.59601,-7.010953,glioma
-49.42765,-4.5634103,glioma
-50.44255,-4.741181,glioma
-38.11449,-6.8745174,glioma
-37.25513,-4.6800017,glioma
-37.501656,-2.6812572,glioma
-29.439259,15.625445,glioma
-40.57375,5.106327,glioma
-32.758698,12.4687395,glioma
-38.469467,8.266337,glioma
-43.972725,4.9540644,glioma
-37.453266,12.495432,glioma
-42.08316,9.220009,glioma
-50.127525,0.784913,glioma
-34.866127,1.8710995,glioma
-38.24452,0.70050126,glioma
-37.379345,1.8698422,glioma
-43.41347,-2.7401228,glioma
-39.907005,4.0875807,glioma
-35.76074,10.206417,glioma
-37.76849,5.6719136,glioma
-42.664913,1.7207245,glioma
-43.78086,1.5584561,glioma
-42.017136,4.4650106,glioma
-42.553993,4.6384783,glioma
-47.303967,0.97277576,glioma
-41.75425,8.375969,glioma
-45.48993,4.989098,glioma
-37.71,1.0034144,glioma
-34.732964,5.1340766,glioma
-38.733883,2.5005603,glioma
-40.93633,2.7584465,glioma
-43.559036,2.512083,glioma
-35.26682,15.038316,glioma
-41.16613,10.525658,glioma
-34.274193,21.410147,glioma
-46.344612,3.6725554,glioma
-41.225655,10.645467,glioma
-49.641674,1.8561339,glioma
-43.986996,9.203589,glioma
-49.37903,3.3704333,glioma
-50.505207,2.6950212,glioma
-33.83542,-1.0995717,glioma
-36.728924,-3.3618548,glioma
-36.952156,-1.1871511,glioma
-39.725372,-3.1079378,glioma
-42.470287,-4.1857185,glioma
-39.40828,-0.38225332,glioma
-42.187008,-0.40663397,glioma
-42.199833,-1.4718525,glioma
-45.0928,0.11666378,glioma
-41.09354,7.691811,glioma
-39.364662,5.296859,glioma
-23.78985,6.8986506,glioma
-33.956345,-12.102933,glioma
-23.599808,3.4688325,glioma
-22.81545,8.311876,glioma
-20.655304,4.823844,glioma
-14.400236,4.277907,glioma
-15.265416,0.9806698,glioma
-22.31531,-2.992569,glioma
-21.001785,-2.6473522,glioma
-21.085634,-1.8904943,glioma
-15.990731,1.5464616,glioma
-25.316761,-0.93856746,glioma
-23.573118,-2.287563,glioma
-23.19813,-2.276376,glioma
-13.395395,5.145547,glioma
-19.638937,5.2293577,glioma
-27.375713,7.601717,glioma
-37.99037,1.7909114,glioma
-31.066095,14.056354,glioma
-26.548353,-8.382683,glioma
-27.19914,-3.0853586,glioma
-36.448265,-5.643619,glioma
-24.916197,5.8957872,glioma
-32.588852,3.670045,glioma
-41.93141,0.89358556,glioma
-49.689663,-7.451681,glioma
-39.379105,-0.4999757,glioma
-32.718304,-0.28195673,glioma
-29.432407,-0.51941967,glioma
-24.270357,1.4740856,glioma
-27.066753,-4.617236,glioma
-55.396347,-8.508813,glioma
-41.727844,3.759316,glioma
-19.773525,-7.9922314,glioma
-26.03822,-13.773985,glioma
-14.163075,-9.948426,glioma
-21.547918,-16.323141,glioma
-38.37224,2.6390743,glioma
-33.273724,2.469402,glioma
-35.446133,-4.1698284,glioma
-29.03057,-2.9195554,glioma
-22.899124,-1.7060963,glioma
-17.523184,0.22502194,glioma
-20.988739,-3.917804,glioma
-26.089788,-8.832144,glioma
-33.61327,16.799673,glioma
-32.503353,11.553611,glioma
-25.020967,-5.908899,glioma
-31.834152,5.1389203,glioma
-29.250404,1.0453486,glioma
-26.618097,-1.3974177,glioma
-16.766878,3.32915,glioma
-14.099176,3.6335115,glioma
-13.615547,1.1977661,glioma
-15.744282,-2.101606,glioma
-12.104504,-1.1803921,glioma
-33.334805,1.9049953,glioma
-32.162094,1.7769495,glioma
-25.208656,7.440953,glioma
-22.989124,6.750963,glioma
-21.598728,7.6409464,glioma
-36.15529,-7.6333795,glioma
-21.193785,-9.22785,glioma
-19.954529,-2.8106713,glioma
-24.083195,-2.7858267,glioma
-30.603865,-2.7830672,glioma
-19.788782,-4.1678267,glioma
-19.258064,-2.0730262,glioma
-18.114515,-0.5919394,glioma
-27.216738,-5.1675105,glioma
-36.381588,-9.91297,glioma
-53.845066,-4.5887375,glioma
-47.059246,0.7132998,glioma
-47.33986,-2.7263772,glioma
-44.885296,-3.1663904,glioma
-41.24148,-2.5221496,glioma
-32.852978,1.0871679,glioma
-34.92056,-1.9377897,glioma
-47.11219,2.9155772,glioma
-46.781727,0.5425956,glioma
-44.35362,1.5522866,glioma
-38.755833,3.8752003,glioma
-33.633095,6.494765,glioma
-34.424953,2.145645,glioma
-24.024752,8.728004,glioma
-33.63968,-1.5235312,glioma
-24.179132,5.160983,glioma
-31.904533,6.944622,glioma
-31.24595,8.995941,glioma
-32.575176,14.293894,glioma
-42.476395,4.8692055,glioma
-32.12206,19.867563,glioma
-53.298447,-3.6287272,glioma
-45.789047,7.48678,glioma
-41.353683,2.2864058,glioma
-48.05684,-7.0920453,glioma
-41.32118,-1.7988148,glioma
-46.8638,2.563611,glioma
-43.653954,7.829501,glioma
-36.487926,2.572232,glioma
-36.882744,3.3187892,glioma
-41.804016,-1.2184746,glioma
-47.059937,-5.526905,glioma
-52.92889,-11.059836,glioma
-50.534203,-7.9251323,glioma
-48.808224,-5.6462297,glioma
-49.270706,-2.4137065,glioma
-35.64571,0.37318316,glioma
-39.273968,9.779651,glioma
-38.209206,13.2216425,glioma
-33.06727,2.5286734,glioma
-31.369953,5.4066863,glioma
-34.658367,2.501722,glioma
-39.15477,-1.4254359,glioma
-41.10456,-2.6295607,glioma
-39.979683,-0.41753516,glioma
-42.01017,-1.061402,glioma
-38.156776,5.40319,glioma
-39.174034,6.585034,glioma
-38.628838,7.7127676,glioma
-49.725147,1.4124584,glioma
-43.027645,2.5239305,glioma
-44.38706,1.9945141,glioma
-44.145218,2.5655887,glioma
-46.83938,0.017604318,glioma
-47.81136,-0.8352926,glioma
-48.287045,-0.4036644,glioma
-46.275093,2.5214434,glioma
-45.907555,5.0474653,glioma
-37.847572,7.2658863,glioma
-44.676098,0.23637713,glioma
-48.35711,-2.901586,glioma
-49.664085,-4.2596793,glioma
-46.74703,-0.034495767,glioma
-48.108868,-0.82213295,glioma
-47.41609,1.2727302,glioma
-47.96843,2.6475236,glioma
-47.990646,3.0425668,glioma
-43.0949,9.976842,glioma
-40.03354,-1.4749968,glioma
-48.901585,-9.006338,glioma
-42.718163,-0.16642202,glioma
-41.172703,4.2860603,glioma
-47.74167,-0.77939165,glioma
-43.076244,8.6203785,glioma
-39.81742,15.213483,glioma
-25.465729,-0.76923543,glioma
-13.951782,3.6586084,glioma
-23.142536,-4.3731146,glioma
-6.4157987,5.219555,glioma
-14.629173,-5.1479177,glioma
-22.299314,-1.6325986,glioma
-24.172178,-0.35428414,glioma
-28.778202,-1.2692134,glioma
-26.117277,3.246912,glioma
-17.604797,2.0986784,glioma
-9.446242,2.6890056,glioma
-12.565178,-0.7022778,glioma
-15.130724,-6.38825,glioma
-34.30688,-17.707151,glioma
-30.203814,10.42074,glioma
-24.71825,7.076059,glioma
-22.780659,5.385811,glioma
-17.395147,7.634361,glioma
-26.321537,1.6962367,glioma
-29.320295,-0.44103673,glioma
-30.157969,-2.2656057,glioma
-24.333023,-0.21233028,glioma
-30.000853,-2.4799986,glioma
-27.798183,1.6125741,glioma
-34.49694,0.53874785,glioma
-39.993416,-2.363713,glioma
-31.61192,17.19586,glioma
-27.00037,19.559212,glioma
-31.696327,12.773068,glioma
-24.760942,16.723076,glioma
-21.703444,17.609165,glioma
-15.090402,21.435125,glioma
-16.196789,19.57676,glioma
-41.423298,2.7693026,glioma
-35.663586,-3.8533058,glioma
-21.59117,4.2400327,glioma
-28.665253,-3.5455718,glioma
-15.722093,2.3332798,glioma
-25.740314,-5.7496743,glioma
-25.572935,-10.330911,glioma
-16.135363,-5.460962,glioma
-12.927147,-2.3191133,glioma
-25.091587,-1.287479,glioma
-23.881521,-4.1069794,glioma
-18.63485,-4.0986233,glioma
-19.382357,-7.0901966,glioma
-13.744447,-9.594842,glioma
-9.064314,-7.6130314,glioma
-16.76486,-10.370927,glioma
-11.045478,-7.0796294,glioma
-15.782273,-7.0297637,glioma
-20.924437,3.7438252,glioma
-17.949482,9.176172,glioma
-26.456009,7.2942905,glioma
-36.92036,2.931275,glioma
-31.010075,10.88006,glioma
-30.418825,13.738783,glioma
-38.064438,8.267526,glioma
-27.746895,8.582145,glioma
-24.804472,8.521056,glioma
-24.786299,6.9569097,glioma
-23.415224,5.5165477,glioma
-28.42642,2.0857928,glioma
-44.762756,6.417498,glioma
-35.172432,13.726337,glioma
-16.20306,0.8295227,glioma
-37.13512,6.571619,glioma
-35.370457,3.2264206,glioma
-31.02351,3.5408893,glioma
-36.051346,-2.6117132,glioma
-34.57397,-4.059381,glioma
-26.593527,0.8981992,glioma
-27.883482,-2.241113,glioma
-19.7392,1.6969208,glioma
-28.502401,1.9563341,glioma
-26.907352,-1.6172856,glioma
3.4910746,10.7681465,glioma
-12.304523,-2.852956,glioma
0.76859134,9.40938,glioma
-11.364169,3.8160317,glioma
-12.247298,8.277755,glioma
-20.24176,6.3368025,glioma
-31.943228,-4.4453597,glioma
-23.125925,6.3828254,glioma
-34.146645,2.743567,glioma
-62.53267,-12.76989,glioma
-60.34345,-10.4732065,glioma
-56.253014,-6.8695545,glioma
-58.55853,-11.97467,glioma
-52.792866,-6.9551096,glioma
-51.581062,-7.8488894,glioma
-47.927345,-5.902003,glioma
-41.27931,-0.15513162,glioma
-33.13546,6.0476985,glioma
-40.83844,-1.3935075,glioma
-27.921997,-4.161753,glioma
-24.779562,-2.3382647,glioma
-19.35125,7.1786385,glioma
-23.09367,5.0810604,glioma
-32.81663,-1.612935,glioma
-37.660427,-3.7016876,glioma
-41.648853,-3.0081508,glioma
-23.43333,-2.545596,glioma
-22.899467,-2.5788279,glioma
-19.248518,-0.67474645,glioma
-28.739084,-6.1008534,glioma
-28.609138,-6.145375,glioma
-27.472088,-4.00119,glioma
-30.007843,-4.036913,glioma
-31.156733,-3.018072,glioma
-53.23182,-2.0801091,glioma
-41.206997,10.8823395,glioma
-40.955715,7.019943,glioma
-38.382698,6.1650486,glioma
-35.205265,5.007267,glioma
-35.4474,2.8916647,glioma
-27.270065,-5.021025,glioma
-25.93978,-6.618874,glioma
-31.645588,-12.018609,glioma
-13.131477,0.9123434,glioma
-21.969358,-2.0235188,glioma
-19.088472,5.3659306,glioma
-21.989132,6.6902723,glioma
-33.864326,0.8441778,glioma
-33.227463,12.68272,glioma
-34.209938,4.282405,glioma
-22.086264,4.121789,glioma
-14.399414,1.5756207,glioma
-10.100629,-2.4914498,glioma
-31.473816,11.109628,glioma
-36.099426,6.938249,glioma
-39.556564,6.4187346,glioma
-25.900938,10.28776,glioma
-25.643171,7.761005,glioma
-23.730305,5.852709,glioma
-45.939865,-4.7572827,glioma
-41.54958,-2.92328,glioma
-28.315458,-0.6487563,glioma
-33.17047,-1.2615949,glioma
-37.588787,-0.5947046,glioma
-28.677685,5.540684,glioma
-19.12308,9.916256,glioma
-21.405573,6.057011,glioma
-23.073973,4.2590213,glioma
-38.921944,-9.294188,glioma
-48.46281,1.7579291,glioma
-46.180634,-0.32010952,glioma
-39.017006,4.4699016,glioma
-36.386322,3.1788986,glioma
-39.62026,-1.1362222,glioma
-28.358728,7.5174417,glioma
-25.92386,9.35439,glioma
-16.203108,-9.816692,glioma
-12.307357,-5.1113124,glioma
-37.568783,-17.461588,glioma
-8.7444935,2.121506,glioma
-37.187927,-9.163642,glioma
-30.870247,-0.8056583,glioma
-39.370464,9.594316,glioma
-39.84551,6.166347,glioma
-32.02236,11.312195,glioma
-30.372427,9.472186,glioma
-28.304943,7.6350865,glioma
-25.725882,9.02572,glioma
-26.27592,7.267672,glioma
-23.084017,0.17451313,glioma
-18.033524,0.78189075,glioma
-17.199188,-1.6440798,glioma
-41.586193,-10.490122,glioma
-39.485332,-8.84937,glioma
-36.894047,-7.20988,glioma
-40.26884,-9.17031,glioma
-32.318424,-2.1494265,glioma
-34.246883,-8.8719425,glioma
-26.346342,-7.001462,glioma
-31.767925,5.2583766,glioma
-39.303673,0.72940683,glioma
-40.610012,3.3299625,glioma
-20.613234,-4.2872014,glioma
-25.924608,-6.6216483,glioma
-18.989277,0.39236742,glioma
-20.677822,0.82409394,glioma
-21.532389,3.0005224,glioma
-30.579597,-2.4112067,glioma
-26.789341,3.0579307,glioma
-35.48649,-1.7322857,glioma
-8.7396755,-12.712431,glioma
-20.063597,-16.923603,glioma
-8.013569,-9.367877,glioma
-40.83051,-22.15289,glioma
-43.835247,-10.669425,glioma
-40.964146,-9.693617,glioma
-39.228542,-10.54477,glioma
-37.236126,-9.89181,glioma
-19.799063,6.308185,glioma
-22.007723,-1.3570504,glioma
-16.547089,-0.5624129,glioma
-17.51885,-3.9796824,glioma
-10.525266,-2.1847901,glioma
-19.151983,-10.169176,glioma
-18.660559,-7.0874,glioma
-23.694687,-3.9861774,glioma
-29.302404,-8.66365,glioma
-19.224405,-4.2586703,glioma
-14.9341545,-0.44570825,glioma
-5.87658,5.3956227,glioma
-12.968856,3.86967,glioma
-24.61732,0.27474636,glioma
-37.26536,-15.038468,glioma
-44.522717,-18.775167,glioma
-37.77984,-11.649168,glioma
-28.657305,1.0409759,glioma
-29.368717,-4.086909,glioma
-13.943381,2.8543286,glioma
-39.333054,-16.012823,glioma
-25.776796,-10.211316,glioma
-12.397946,-5.51745,glioma
-12.544405,-7.4215455,glioma
-53.248104,-16.339361,glioma
-43.77411,-9.527428,glioma
-46.041935,-12.595422,glioma
-39.47083,-8.297916,glioma
-34.226025,-6.122671,glioma
-47.965115,-8.881248,glioma
-36.718594,-0.66585934,glioma
-42.845165,-9.70107,glioma
-30.44159,-3.3409958,glioma
-26.330227,1.5418687,glioma
-38.38637,-6.7070236,glioma
-27.88904,3.9195182,glioma
-37.27823,-1.5678515,glioma
-25.830286,11.3182,glioma
-47.132595,-6.2647834,glioma
-41.67597,1.7283978,glioma
-28.030098,1.3442098,glioma
-26.431131,4.696232,glioma
-34.711052,1.5349857,glioma
-30.309391,8.737878,glioma
-32.613346,9.855361,glioma
-45.86351,-0.83715856,glioma
-32.35546,-0.5117931,glioma
-33.381268,-3.0876994,glioma
-29.5431,0.44901595,glioma
-26.027407,0.19424026,glioma
-15.897231,6.8021374,glioma
-14.084009,4.0066104,glioma
-16.685091,0.20094725,glioma
-29.853163,-9.265884,glioma
-34.278816,-10.723546,glioma
-33.393524,-8.246159,glioma
-15.027976,7.7644634,glioma
-25.57704,0.8383874,glioma
-28.038925,-0.14195791,glioma
-40.296124,-8.180385,glioma
-23.430758,3.3052433,glioma
-28.22251,-1.9137738,glioma
-24.215143,7.0106387,glioma
-26.345144,9.434968,glioma
-12.418086,-2.7725933,glioma
-19.365753,-8.410845,glioma
-20.295298,-8.615403,glioma
-15.326156,-5.512218,glioma
-12.737571,-0.89436513,glioma
-13.174788,2.086198,glioma
-27.118162,-5.3234487,glioma
-34.942238,6.4767203,glioma
-56.80885,-12.263178,glioma
-51.25639,-5.1086783,glioma
-55.60133,-6.8422623,glioma
-59.00067,-10.819141,glioma
-19.500547,-6.13083,glioma
-14.283556,-3.0528924,glioma
-26.645624,-11.167763,glioma
-15.654806,-3.5203216,glioma
-20.267822,-3.0244753,glioma
-22.050716,1.2177308,glioma
-30.480633,1.6686049,glioma
-28.043253,8.995832,glioma
-22.585087,4.701528,glioma
-21.79456,10.851376,glioma
-22.192356,12.91252,glioma
-26.503592,12.590879,glioma
-31.392138,14.964601,glioma
-35.936565,12.614074,glioma
-16.822844,-1.1485612,glioma
-24.473364,2.747668,glioma
-32.860977,3.3130217,glioma
-34.818264,-2.2012048,glioma
-27.470058,1.7423366,glioma
-32.35303,-6.0634212,glioma
-29.056753,-6.8006444,glioma
-26.25288,-10.435363,glioma
-23.948736,-12.8342,glioma
-16.838436,-13.656932,glioma
-13.388059,-13.7844,glioma
-18.056185,-17.259632,glioma
-12.795516,-1.5681378,glioma
-18.365532,-7.9447665,glioma
-9.123952,-4.488118,glioma
-8.136252,-2.0089328,glioma
-7.3455205,1.2644227,glioma
-12.668548,6.205475,glioma
-26.834177,0.928326,glioma
-23.370163,8.635013,glioma
-32.373177,15.040281,glioma
-29.71366,8.390341,glioma
-12.219498,12.217397,glioma
-3.6633596,6.263359,glioma
2.4339244,-0.9391369,glioma
3.321938,-7.629951,glioma
-8.641954,-13.494019,glioma
