feature_1,feature_2,feature_3,class
-39.321613,17.357119,-22.09495,glioma
-47.68841,9.666393,-20.602457,glioma
-46.04747,12.536932,-20.916815,glioma
-38.918633,8.889694,-6.3778667,glioma
-39.623657,9.486238,-7.3756046,glioma
-42.401722,8.32367,-8.93052,glioma
-41.925495,9.930745,-11.585547,glioma
-47.37041,5.798546,-12.988177,glioma
-42.84578,11.289263,-16.910326,glioma
-40.585186,1.954758,2.5443885,glioma
-43.0389,0.3376094,1.7410121,glioma
-50.01655,-3.8129017,-0.5488096,glioma
-44.1161,2.529017,-2.8059125,glioma
-48.66249,1.0574727,-6.0527825,glioma
-41.57459,9.8447895,-10.50229,glioma
-46.703,7.417507,-13.975163,glioma
-41.37656,3.3819425,-3.6098132,glioma
-44.78407,-0.32474875,-1.6584535,glioma
-49.60605,-0.3665804,-5.3401604,glioma
-38.90364,7.825298,-4.8974833,glioma
-37.74556,9.060225,-5.1925073,glioma
-41.687946,4.140572,-2.867814,glioma
-49.21009,-2.666695,-1.9743662,glioma
-43.450336,8.443136,-11.03382,glioma
-48.25578,5.9690533,-13.582549,glioma
-39.11695,6.3213906,-2.7038138,glioma
-34.54328,10.85515,-3.312319,glioma
-39.170567,6.2606983,-2.4471405,glioma
-38.834957,7.150641,-2.9224265,glioma
-37.830555,7.9909616,-2.7854652,glioma
-48.41136,-0.53577554,-3.7128181,glioma
-50.875816,-2.104434,-4.7868733,glioma
-49.74162,0.7711354,-7.4717445,glioma
-40.550297,5.227458,-1.5643862,glioma
-36.81736,8.026993,-1.4373956,glioma
-42.86394,6.8515162,-5.3492317,glioma
-45.74614,3.9832091,-5.2657027,glioma
-48.20922,1.9137533,-5.4436703,glioma
-40.710552,-3.9790032,8.5102005,glioma
-38.78708,-1.9978393,7.4550543,glioma
-50.404293,-9.984987,4.8810625,glioma
-37.578484,9.1984005,-4.588993,glioma
-46.741653,0.557606,-3.2166753,glioma
-51.143494,-3.0124655,-2.801917,glioma
-48.008007,1.6374148,-5.4593377,glioma
-45.630966,4.481575,-6.7162604,glioma
-27.01157,8.07854,1.580594,glioma
-36.94442,0.4317822,0.7401071,glioma
-30.894789,7.193586,-0.38701367,glioma
-28.393793,12.475985,-2.5492635,glioma
-53.20027,-7.9576273,-0.088461824,glioma
-53.387672,-7.1901774,-0.7825142,glioma
-61.181713,-14.240827,-0.8712383,glioma
-30.709997,7.9794946,1.6550791,glioma
-49.31896,-3.0145233,-2.4381387,glioma
-40.711044,5.0665994,-4.5057955,glioma
-39.69168,6.9321647,-5.898304,glioma
-43.963505,2.6514068,-4.4279003,glioma
-33.838608,6.129272,4.145279,glioma
-39.639442,0.7458742,5.546099,glioma
-37.3139,2.4909728,5.5091143,glioma
-37.030273,3.6494684,4.4618163,glioma
-39.93599,11.392251,-10.606067,glioma
-43.285946,9.48355,-13.264036,glioma
-44.267784,9.925008,-16.37372,glioma
-50.058193,5.593488,-14.768211,glioma
-49.12131,6.836965,-15.105678,glioma
-53.324574,2.1970534,-13.735061,glioma
-52.945515,2.948796,-14.160974,glioma
-54.56173,1.3310302,-13.842288,glioma
-56.240593,-0.1677483,-13.806811,glioma
-44.182556,0.8273271,-2.344649,glioma
-37.239246,6.945015,-2.3056319,glioma
-42.106922,3.0184948,-2.069989,glioma
-39.600895,6.7522693,-3.2352378,glioma
-37.061646,13.758489,-8.52453,glioma
-49.201508,3.9064624,-10.083811,glioma
-47.141582,7.8225794,-14.287784,glioma
-40.751602,15.377491,-19.78473,glioma
-43.69948,-0.43050116,2.2523952,glioma
-33.160175,7.662436,3.988932,glioma
-44.424828,-1.0976651,3.2008028,glioma
-42.711723,-0.17320576,3.2233298,glioma
-36.132732,6.705375,1.139471,glioma
-40.060143,2.1700697,3.4788272,glioma
-42.961315,2.1739812,0.86802,glioma
-40.40978,6.741878,-2.5686958,glioma
-42.86261,7.3978624,-7.2328973,glioma
-41.547718,10.7932415,-12.086798,glioma
-39.575344,15.484034,-17.60395,glioma
-49.532654,6.136524,-17.223736,glioma
-52.85636,3.5624464,-17.490257,glioma
-53.954624,2.5758786,-17.921824,glioma
-57.83659,-0.8699927,-16.215473,glioma
-44.26745,3.7694948,-4.6492715,glioma
-43.872887,9.406684,-12.532844,glioma
-43.42258,9.486172,-10.917368,glioma
-42.75385,9.902601,-10.477681,glioma
-43.64216,8.861656,-10.590322,glioma
-49.165882,3.412209,-9.685308,glioma
-52.132267,0.4936126,-9.337591,glioma
-30.10313,8.734779,2.9841564,glioma
-36.275707,2.1029248,4.4545484,glioma
-40.300232,4.276476,-1.6726145,glioma
-35.89568,11.292876,-6.3290324,glioma
-37.416782,14.271107,-12.817584,glioma
-28.664774,6.881457,5.3392167,glioma
-29.829874,5.114859,5.8598676,glioma
-36.90122,-2.5008857,7.155062,glioma
-40.62118,-5.045122,6.522913,glioma
-35.380714,11.304674,-2.68396,glioma
-30.257397,18.135475,-6.7101264,glioma
-39.310894,10.098641,-7.468567,glioma
-38.765602,11.861606,-10.062887,glioma
-35.721397,18.549173,-16.388578,glioma
-40.733356,15.012835,-18.01775,glioma
-51.490135,-2.3289268,-3.8133082,glioma
-53.64446,-3.8791928,-4.836551,glioma
-51.263077,-1.5735478,-5.604926,glioma
-52.281834,-1.6581699,-6.862641,glioma
-40.2601,-4.8762884,12.707082,glioma
-39.091976,-2.6763945,10.773679,glioma
-39.12714,-0.63986063,7.4521084,glioma
-29.234705,18.026997,-8.07816,glioma
-41.65025,7.6775074,-7.625111,glioma
-33.023365,14.778211,-6.872461,glioma
-39.24669,10.669188,-7.860183,glioma
-45.08635,7.67674,-11.099448,glioma
-37.747143,15.072542,-13.369219,glioma
-42.695488,12.001387,-14.892763,glioma
-51.445297,3.893739,-15.821651,glioma
-35.92086,3.8510497,6.4678884,glioma
-39.482346,2.905425,2.9653037,glioma
-38.452854,4.045041,2.5869417,glioma
-45.09649,-0.22470713,1.1345232,glioma
-40.755375,6.722229,-2.272073,glioma
-35.92625,12.802089,-5.2782936,glioma
-38.479336,8.334357,-1.817701,glioma
-43.83787,4.451579,-3.059327,glioma
-44.925945,4.4011216,-4.4908156,glioma
-42.785965,7.3679447,-5.8004947,glioma
-43.258987,7.6038866,-6.959581,glioma
-48.43565,4.1163454,-9.071146,glioma
-41.96753,11.532373,-11.908431,glioma
-46.014366,8.349307,-13.007331,glioma
-39.15768,3.125205,2.8287983,glioma
-35.835205,7.0962067,2.226849,glioma
-40.07262,4.708428,0.9755027,glioma
-42.284405,5.1610994,-2.340316,glioma
-44.92974,5.1554985,-5.948638,glioma
-35.280075,17.558308,-12.54024,glioma
-41.540302,13.440759,-16.075394,glioma
-32.877987,24.805086,-23.605251,glioma
-47.568626,6.5165067,-13.106826,glioma
-41.781837,13.289835,-16.758785,glioma
-50.91106,4.9133487,-16.25153,glioma
-44.30158,12.291974,-20.513872,glioma
-50.16025,6.672416,-19.439018,glioma
-50.82737,6.566702,-19.535383,glioma
-35.388577,0.6739336,6.8182225,glioma
-38.561367,-1.362962,7.4093695,glioma
-38.60195,0.84963787,5.481331,glioma
-41.53553,-0.88451546,4.3180885,glioma
-44.373375,-1.778511,2.1390135,glioma
-40.90909,1.8617924,1.284423,glioma
-43.801086,2.0817378,-1.5878825,glioma
-43.857964,0.91763514,-0.10327545,glioma
-46.656727,2.8151293,-6.4759536,glioma
-41.933006,10.302703,-11.717584,glioma
-40.565807,7.5633984,-7.492436,glioma
-24.842869,8.088356,5.566211,glioma
-36.44483,-10.382845,10.844063,glioma
-24.877028,4.74589,6.1539555,glioma
-23.20501,9.662408,1.0391802,glioma
-21.521242,5.968237,5.4919133,glioma
-15.28675,4.843234,10.935411,glioma
-16.091158,1.3880059,14.901946,glioma
-23.626884,-2.1733809,14.035801,glioma
-22.250643,-1.864643,14.096891,glioma
-22.291035,-1.1062051,14.281294,glioma
-16.820526,2.0665019,15.394856,glioma
-26.615137,0.25369895,12.420643,glioma
-25.33261,-1.1910853,7.734726,glioma
-24.954361,-1.2214723,9.588184,glioma
-14.400047,5.6912246,11.0303545,glioma
-20.769552,6.1962647,7.300841,glioma
-28.132547,9.367154,-1.3210413,glioma
-39.391884,4.0894146,-4.0374255,glioma
-31.098276,16.414003,-11.530898,glioma
-28.716013,-7.020482,9.086413,glioma
-29.093367,-1.6776582,6.97561,glioma
-38.51682,-3.5464675,0.38900936,glioma
-25.715622,7.536032,-3.1656325,glioma
-33.785194,5.582756,-6.7297935,glioma
-43.36343,3.2966588,-9.110952,glioma
-51.80743,-4.417681,-3.988969,glioma
-40.888996,1.9242591,-1.0129318,glioma
-34.208813,1.5765789,5.739575,glioma
-30.897406,1.0265135,8.571503,glioma
-25.421806,2.6687686,9.564897,glioma
-28.762386,-3.3231244,10.764102,glioma
-57.36992,-5.147821,-9.940785,glioma
-42.466564,6.577733,-10.685299,glioma
-21.730734,-6.88373,7.1860747,glioma
-28.595083,-12.340758,7.178563,glioma
-16.009077,-9.344147,10.182497,glioma
-24.202745,-15.266582,10.994342,glioma
-39.22867,5.209105,-8.66539,glioma
-34.079933,4.7863064,-6.44776,glioma
-37.087414,-1.9532807,-3.9914665,glioma
-30.55585,-1.0810248,-2.3788419,glioma
-24.137423,-0.21345493,0.32242465,glioma
-18.265587,1.5122713,1.6595407,glioma
-22.509703,-2.612711,2.7178533,glioma
-28.199493,-7.300149,3.877889,glioma
-33.008713,19.737848,-16.455732,glioma
-32.665783,13.994612,-8.856641,glioma
-26.895348,-4.714242,10.30409,glioma
-32.75276,7.1610317,-2.2654371,glioma
-30.55194,2.7109947,2.7066298,glioma
-27.932232,-0.0011261456,6.0593085,glioma
-17.267197,4.0552173,10.399923,glioma
-14.531337,4.018265,13.201862,glioma
-14.430745,1.593346,14.055592,glioma
-16.95645,-1.5155623,14.555292,glioma
-13.130704,-0.8741025,15.085744,glioma
-34.178867,3.951722,-7.348553,glioma
-32.923454,3.8668878,-6.209358,glioma
-25.40217,9.161803,-4.651778,glioma
-23.043169,8.396702,-1.8252482,glioma
-21.352556,9.546804,-1.3146542,glioma
-38.21766,-5.522301,0.276382,glioma
-23.269945,-8.4653015,7.2399206,glioma
-21.380068,-2.0590165,7.959819,glioma
-25.59789,-1.7908809,7.130991,glioma
-32.158775,-1.3702726,5.442216,glioma
-21.48501,-3.401733,11.528122,glioma
-20.685328,-1.2499478,11.628377,glioma
-19.26324,0.15609816,12.848124,glioma
-29.129381,-3.801628,10.373049,glioma
-38.714172,-7.915679,8.126184,glioma
-55.531067,-1.3252006,-12.764734,glioma
-48.374176,3.5605373,-12.677165,glioma
-48.98188,0.11580531,-9.317771,glioma
-46.57786,-0.4265479,-7.261836,glioma
-42.921753,0.0014180928,-5.290215,glioma
-34.267952,3.097034,-2.4287057,glioma
-36.677967,0.04919899,-0.02458153,glioma
-48.347435,5.797205,-14.337187,glioma
-48.258472,3.3708,-10.910692,glioma
-45.815434,4.1719522,-8.949606,glioma
-40.008476,6.159063,-5.7016253,glioma
-34.50429,8.57936,-2.91718,glioma
-35.753345,4.1110654,0.45778367,glioma
-24.440392,10.208246,3.410475,glioma
-35.263012,0.3517815,3.93962,glioma
-25.139103,6.400446,5.2389297,glioma
-32.59717,9.020842,-6.0580397,glioma
-31.48297,11.308774,-7.6698,glioma
-33.14697,16.117157,-9.834728,glioma
-43.670563,7.374844,-10.379768,glioma
-32.01624,21.91093,-17.079353,glioma
-54.983486,-0.39052853,-13.480306,glioma
-46.57829,10.251652,-19.074617,glioma
-42.67042,4.721585,-3.6679678,glioma
-50.14246,-4.250904,-0.51436734,glioma
-43.06974,0.55661285,1.1554208,glioma
-48.20188,5.4062886,-12.982396,glioma
-44.54152,10.516562,-17.073563,glioma
-37.939247,4.5945883,1.576343,glioma
-38.289223,5.374117,-0.22741231,glioma
-43.520847,1.1787542,-0.4026222,glioma
-49.042778,-2.770965,-1.2762653,glioma
-55.271442,-7.902104,-1.8150622,glioma
-52.65812,-4.920709,-2.9746215,glioma
-50.77399,-2.7521217,-4.1037006,glioma
-50.989872,0.56309336,-8.9551,glioma
-37.21897,2.4015431,7.6120286,glioma
-39.47051,12.838632,-10.330675,glioma
-37.95914,16.437668,-15.616638,glioma
-34.21471,4.3834,7.376326,glioma
-32.0646,7.159857,5.5128193,glioma
-35.65975,4.4456115,5.1542163,glioma
-40.67821,0.7786385,4.1978445,glioma
-42.794147,-0.2896381,3.4524894,glioma
-41.34793,1.9513092,2.4567676,glioma
-43.51,1.4298038,0.84822994,glioma
-38.84912,7.9778247,-1.8736926,glioma
-39.540222,9.57958,-5.4298015,glioma
-38.956287,10.560175,-6.1516,glioma
-50.66369,4.899696,-15.380253,glioma
-44.007835,5.4096975,-5.683492,glioma
-45.472908,4.8995256,-6.8986382,glioma
-45.140682,5.5128565,-7.320286,glioma
-48.14911,3.0623894,-7.4296746,glioma
-49.20477,2.2777567,-7.737079,glioma
-49.62635,2.7778535,-8.818267,glioma
-47.17954,5.801062,-10.555064,glioma
-46.39829,8.5117,-14.546262,glioma
-38.437405,9.870136,-4.78786,glioma
-46.12411,3.0022695,-5.134075,glioma
-50.113186,0.032038826,-5.9049573,glioma
-51.469593,-1.2221726,-5.892007,glioma
-48.230995,2.8466344,-7.3525324,glioma
-49.624462,2.167739,-8.144423,glioma
-48.73607,4.2751236,-9.928371,glioma
-49.061016,5.8069367,-13.170497,glioma
-48.90117,6.323043,-14.905216,glioma
-43.106422,13.299893,-19.066906,glioma
-41.704075,0.84723425,-2.8074753,glioma
-51.131924,-6.117733,-2.1204352,glioma
-44.31178,2.3645175,-2.9303586,glioma
-42.421772,6.776838,-5.51831,glioma
-49.385033,2.101314,-7.895956,glioma
-43.729103,11.465761,-16.493675,glioma
-38.825638,18.830513,-24.290342,glioma
-27.062737,0.58685607,5.8284883,glioma
-14.758944,4.297573,6.3045125,glioma
-25.02046,-3.289746,5.329774,glioma
-6.8689013,5.1769457,6.398406,glioma
-16.471483,-4.801981,6.4357944,glioma
-23.732706,-0.64238495,7.956467,glioma
-25.366444,0.89601094,6.3184075,glioma
-30.066174,0.33470768,4.994345,glioma
-26.876785,4.731116,4.5552325,glioma
-18.702112,2.8965986,14.299675,glioma
-10.109347,2.90576,19.600262,glioma
-13.740104,-0.44737044,16.152725,glioma
-16.806234,-6.0634165,16.304934,glioma
-37.14996,-15.912208,9.294583,glioma
-30.698032,12.463781,-3.4470935,glioma
-25.45067,8.546173,5.633821,glioma
-23.723074,6.5267167,9.167575,glioma
-18.074162,8.356411,12.541619,glioma
-27.121315,3.3215005,-3.1967514,glioma
-30.658455,1.2295786,-2.561392,glioma
-31.66188,-0.5448008,-3.0822709,glioma
-25.508152,1.2102112,-1.9294164,glioma
-31.541994,-0.84106606,-0.50716686,glioma
-28.870459,3.324458,-1.9437525,glioma
-35.791943,2.6092958,-5.082729,glioma
-41.6604,-0.07837155,-5.4252687,glioma
-31.106472,19.806831,-17.21244,glioma
-26.223389,21.972462,-14.13118,glioma
-32.077988,14.869396,-9.987666,glioma
-24.570072,18.536398,-7.169896,glioma
-21.492062,19.161621,-4.0571527,glioma
-14.30898,22.720594,-0.3255773,glioma
-15.900928,20.62726,1.56842,glioma
-42.609913,5.331846,-8.393926,glioma
-37.427513,-1.7233196,4.412951,glioma
-22.228436,5.5247035,9.321058,glioma
-30.294832,-1.9915705,9.634576,glioma
-16.49946,3.0861728,14.057079,glioma
-27.488588,-4.5090256,12.31301,glioma
-27.672066,-9.067633,12.604693,glioma
-17.444855,-4.7749763,13.561379,glioma
-13.850418,-1.7905154,12.638506,glioma
-26.102482,0.28995898,6.1050444,glioma
-25.33338,-2.793302,9.206977,glioma
-19.947773,-3.23986,12.351636,glioma
-21.041393,-6.2565265,13.710548,glioma
-15.415428,-9.242464,16.70249,glioma
-10.435119,-7.5909586,18.219019,glioma
-18.58627,-9.784015,14.668769,glioma
-12.328084,-6.7921968,14.323789,glioma
-17.13483,-6.3979125,11.746902,glioma
-21.896748,5.004871,2.5670679,glioma
-18.384245,10.462135,0.14682025,glioma
-27.053808,9.082652,-4.225,glioma
-38.116108,5.1101003,-8.543548,glioma
-31.07736,13.130402,-12.50145,glioma
-29.962137,16.202248,-15.412945,glioma
-38.024036,11.179867,-15.613109,glioma
-28.63039,10.115185,2.1254482,glioma
-25.606972,9.858708,4.679507,glioma
-25.801933,8.197216,6.445661,glioma
-24.431068,6.5642815,8.798411,glioma
-29.641926,3.5710015,6.687794,glioma
-45.327187,9.538079,-15.831924,glioma
-34.581356,16.870798,-15.266128,glioma
-17.245625,1.3125877,16.670082,glioma
-37.794212,9.10966,-9.520679,glioma
-36.43795,5.527542,-6.0126038,glioma
-32.108135,5.508646,-3.816549,glioma
-37.839687,-0.48097926,-1.0674546,glioma
-36.47737,-2.030633,2.190521,glioma
-27.991796,2.3859982,5.8042884,glioma
-29.598267,-0.7810098,8.953406,glioma
-20.977297,2.5111098,12.350728,glioma
-29.967987,3.405585,2.3139768,glioma
-28.64525,-0.35605913,6.4097314,glioma
3.5836625,10.399841,15.856396,glioma
-14.104281,-2.4865544,13.979939,glioma
